Ind,Garden,First_Assign,Sample_Pop,First_Per,,2,%,,3,%,,4,%,,'-log(L),'-log(L),'-log(L),'-log(L),,,
QAc-G-0229,/TMA,Magazine,Porter,99.999,,Pryor,0.001,,Porter,0,,Sugarloaf,0,,43.546,35.666,40.841,44.688,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0230,/TMA,Pryor,Porter,53.438,,Magazine,46.363,,Porter,0.199,,Sugarloaf,0,,48.731,46.363,46.301,51.951,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0231,/TMA,Porter,Porter,88.161,,Pryor,11.839,,Sugarloaf,0.001,,Magazine,0,,44.431,50.677,45.303,49.553,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0232,/TMA,Pryor,Porter,97.471,,Magazine,2.387,,Porter,0.107,,Sugarloaf,0.035,,48.645,47.297,45.686,49.127,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0233,/TMA,Magazine,Porter,67.368,,Pryor,15.78,,Sugarloaf,12.446,,Porter,4.407,,44.873,43.688,44.319,44.422,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0234,/TMA,Pryor,Porter,99.835,,Magazine,0.149,,Sugarloaf,0.016,,Porter,0.001,,43.066,40.679,37.851,41.65,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0235,/TMA,Magazine,Porter,99.989,,Pryor,0.01,,Sugarloaf,0.001,,Porter,0.001,,43.999,38.723,42.73,43.673,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0236,/TMA,Sugarloaf,Porter,63.471,,Porter,19.427,,Magazine,16.644,,Pryor,0.457,,44.409,44.476,46.038,43.895,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0237,/TMA,Magazine,Porter,100,,Sugarloaf,0,,Pryor,0,,Porter,0,,48.861,35.698,44.51,41.762,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0238,/TMA,Magazine,Porter,93.169,,Sugarloaf,6.831,,Pryor,0,,Porter,0,,46.498,40.478,46.423,41.613,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0239,/TMA,Magazine,Porter,99.996,,Porter,0.004,,Pryor,0,,Sugarloaf,0,,39.76,35.327,42.393,45.028,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0240,/TMA,Porter,Porter,76.585,,Pryor,23.023,,Sugarloaf,0.24,,Magazine,0.152,,43.412,46.113,43.934,45.917,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0241,/TMA,Pryor,Porter,69.852,,Porter,17.746,,Magazine,12.395,,Sugarloaf,0.007,,46.173,46.329,45.578,49.595,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0242,/TMA,Porter,Porter,50.108,,Magazine,49.779,,Pryor,0.105,,Sugarloaf,0.007,,39.406,39.409,42.084,43.237,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0243,/TMA,Magazine,Porter,99.996,,Pryor,0.003,,Porter,0.001,,Sugarloaf,0,,42.241,37.158,41.684,44.331,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0244,/TMA,Magazine,Porter,99.997,,Pryor,0.002,,Porter,0.001,,Sugarloaf,0,,41.782,36.921,41.635,46.952,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0245,/TMA,Porter,Porter,51.281,,Magazine,47.716,,Pryor,0.968,,Sugarloaf,0.035,,43.58,43.611,45.304,46.75,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0246,/TMA,Magazine,Porter,99.882,,Sugarloaf,0.117,,Pryor,0.001,,Porter,0,,44.148,37.805,42.912,40.735,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0247,/TMA,Magazine,Porter,99.98,,Sugarloaf,0.02,,Porter,0,,Pryor,0,,43.862,38.15,45.84,41.848,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0248,/Trompenburg,Magazine,Porter,99.189,,Porter,0.553,,Pryor,0.258,,Sugarloaf,0,,44.79,42.536,45.122,51.056,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0249,/USNA,Pryor,NONE,85.7,,Magazine,14.3,,Sugarloaf,0.001,,Porter,0,,51.065,44.976,44.198,49.323,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0025,/USNA,Pryor,Magazine,99.304,,Magazine,0.435,,Porter,0.23,,Sugarloaf,0.031,,47.527,47.25,44.891,48.402,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0028,/UWBG,Magazine,Magazine,74.096,,Pryor,25.904,,Porter,0,,Sugarloaf,0,,48.305,41.999,42.456,48.518,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0275,/Plze?,Porter,NONE,83.761,,Magazine,15.636,,Pryor,0.602,,Sugarloaf,0.001,,43.397,44.126,45.54,48.373,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
