Ind,Garden,First_Assign,%,,2,%,,3,%,,4,%,,5,%,,'-log(L),'-log(L),'-log(L),'-log(L),'-log(L),,,
QAc-G-0283,Moore,Kessler_Mountain_W,100,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,PorterMountain_W,0,,44.57,41.525,43.683,42.236,35.789,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0265,MA,Kessler_Mountain_W,99.638,,PryorMountain_W,0.361,,PorterMountain_W,0.001,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,37.089,37.982,34.57,44.089,32.129,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0266,MA,Kessler_Mountain_W,69.91,,MagazineMountain_W,30.053,,PryorMountain_W,0.037,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,44.785,39.992,42.906,49.585,39.625,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0267,MA,Kessler_Mountain_W,100,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,PorterMountain_W,0,,49.249,42.727,47.634,45.077,35.896,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0268,MA,MagazineMountain_W,85.945,,Kessler_Mountain_W,14.054,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,38.091,32.852,38.309,41.914,33.638,12, 0C11 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  , 1G13 - 1  FIR013 - 1  QpZAG9 - 1  
QAc-G-0269,MA,MagazineMountain_W,95.866,,Kessler_Mountain_W,4.127,,PryorMountain_W,0.004,,PorterMountain_W,0.003,,Sugar_Loaf_Mountains_W,0,,38.121,33.628,37.981,45.216,34.994,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0270,MA,PorterMountain_W,60.755,,Kessler_Mountain_W,39.227,,PryorMountain_W,0.018,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.033,41.776,39.564,42.359,36.223,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0271,MA,PorterMountain_W,99.282,,Kessler_Mountain_W,0.65,,MagazineMountain_W,0.068,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,34.975,38.141,40.324,41.368,37.16,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0272,MA,MagazineMountain_W,99.946,,Kessler_Mountain_W,0.052,,PorterMountain_W,0.002,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,34.953,30.261,37.504,36.335,33.544,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0273,MA,PryorMountain_W,84.241,,MagazineMountain_W,15.746,,Kessler_Mountain_W,0.014,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,45.43,39.001,38.273,46.779,42.059,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0274,MA,PryorMountain_W,99.731,,MagazineMountain_W,0.2,,PorterMountain_W,0.069,,Kessler_Mountain_W,0,,Sugar_Loaf_Mountains_W,0,,36.605,36.141,33.444,44.856,41.307,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0251,Peckerwood,Kessler_Mountain_W,99.963,,PorterMountain_W,0.035,,MagazineMountain_W,0.002,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,36.078,37.251,39.218,39.029,32.622,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  QpZAG9 - 1  , PIE125 - 1  
QAc-G-0252,Peckerwood,Kessler_Mountain_W,95.908,,PorterMountain_W,3.329,,Sugar_Loaf_Mountains_W,0.631,,MagazineMountain_W,0.132,,PryorMountain_W,0,,37.321,38.723,42.474,38.043,35.861,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0253,Peckerwood,PryorMountain_W,99.698,,MagazineMountain_W,0.256,,Kessler_Mountain_W,0.046,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,48.194,39.601,37.011,49.555,40.343,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0254,Peckerwood,Kessler_Mountain_W,96.906,,PryorMountain_W,2.786,,MagazineMountain_W,0.308,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,48.079,41.627,40.67,50.854,39.129,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0255,Peckerwood,Kessler_Mountain_W,99.869,,PryorMountain_W,0.101,,MagazineMountain_W,0.029,,PorterMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,45.855,44.236,43.695,46.632,40.701,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0256,Peckerwood,MagazineMountain_W,100,,PorterMountain_W,0,,Kessler_Mountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,39.834,30.966,42.21,49.139,41.134,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0257,Peckerwood,Kessler_Mountain_W,96.458,,MagazineMountain_W,3.516,,PryorMountain_W,0.026,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,46.54,41.35,43.484,47.183,39.912,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0258,Peckerwood,Kessler_Mountain_W,99.513,,MagazineMountain_W,0.487,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,44.994,39.61,47.731,44.14,37.299,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0259,Peckerwood,Kessler_Mountain_W,100,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,57.715,55.742,58.888,57.478,43.716,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0260,Peckerwood,Kessler_Mountain_W,99.999,,MagazineMountain_W,0.001,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,46.028,43.109,44.053,47.931,38.206,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0261,Peckerwood,Kessler_Mountain_W,96.831,,MagazineMountain_W,1.672,,PryorMountain_W,1.497,,PorterMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,44.85,41.601,41.649,50.751,39.838,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0262,Peckerwood,Kessler_Mountain_W,99.926,,MagazineMountain_W,0.053,,PryorMountain_W,0.021,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,43.568,40.024,40.432,46.378,36.751,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0010,TMA,Kessler_Mountain_W,99.997,,MagazineMountain_W,0.003,,PryorMountain_W,0,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,44.105,38.799,44.026,44.763,34.223,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0011,TMA,Kessler_Mountain_W,99.49,,Sugar_Loaf_Mountains_W,0.331,,PorterMountain_W,0.173,,MagazineMountain_W,0.007,,PryorMountain_W,0,,44.312,45.709,49.602,44.03,41.551,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0015,TMA,PryorMountain_W,93.808,,Kessler_Mountain_W,6.165,,MagazineMountain_W,0.026,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,43.313,41.502,37.947,43.268,39.129,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0106,TMA,Kessler_Mountain_W,94.636,,MagazineMountain_W,5.363,,PryorMountain_W,0.001,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,43.94,39.747,43.72,51.567,38.5,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0107,TMA,MagazineMountain_W,95.126,,Kessler_Mountain_W,4.874,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,42.648,34.993,48.501,46.898,36.283,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0108,TMA,MagazineMountain_W,86.457,,PorterMountain_W,13.52,,Kessler_Mountain_W,0.017,,Sugar_Loaf_Mountains_W,0.006,,PryorMountain_W,0,,35.834,35.028,42.187,39.176,38.742,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0109,TMA,MagazineMountain_W,99.923,,Kessler_Mountain_W,0.077,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,PorterMountain_W,0,,45.832,34.788,43.739,41.434,37.899,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0110,TMA,MagazineMountain_W,99.891,,Kessler_Mountain_W,0.109,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,40.022,33.829,45.284,41.918,36.79,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0111,TMA,Kessler_Mountain_W,99.971,,MagazineMountain_W,0.029,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,46.927,37.737,49.227,48.121,34.2,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0112,TMA,Kessler_Mountain_W,99.994,,MagazineMountain_W,0.006,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,41.835,39.039,45.348,42.452,34.819,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0113,TMA,MagazineMountain_W,99.463,,Kessler_Mountain_W,0.537,,PorterMountain_W,0,,PryorMountain_W,0,,Sugar_Loaf_Mountains_W,0,,45.069,37.546,47.638,49.121,39.814,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0114,TMA,Kessler_Mountain_W,61.515,,MagazineMountain_W,38.472,,PryorMountain_W,0.013,,Sugar_Loaf_Mountains_W,0,,PorterMountain_W,0,,47.201,37.815,41.284,46.348,37.611,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0115,TMA,Kessler_Mountain_W,79.457,,MagazineMountain_W,16.017,,PorterMountain_W,4.526,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,45.514,44.965,51.119,50.867,44.27,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0116,TMA,Kessler_Mountain_W,97.556,,MagazineMountain_W,2.444,,PorterMountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,43.743,38.563,45.39,44.226,36.962,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0117,TMA,MagazineMountain_W,94.776,,PorterMountain_W,2.663,,Kessler_Mountain_W,2.56,,PryorMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,33.804,32.253,37.298,42.114,33.821,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0118,TMA,Kessler_Mountain_W,98.746,,MagazineMountain_W,1.209,,PorterMountain_W,0.045,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,38.472,37.039,45.916,41.114,35.127,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0119,TMA,MagazineMountain_W,100,,PorterMountain_W,0,,Kessler_Mountain_W,0,,Sugar_Loaf_Mountains_W,0,,PryorMountain_W,0,,43.729,37.15,46.612,44.691,43.735,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0120,TMA,Kessler_Mountain_W,99.996,,Sugar_Loaf_Mountains_W,0.004,,MagazineMountain_W,0,,PorterMountain_W,0,,PryorMountain_W,0,,43.492,42.977,48.419,40.916,36.466,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0121,TMA,PryorMountain_W,72.698,,MagazineMountain_W,27.292,,PorterMountain_W,0.01,,Kessler_Mountain_W,0,,Sugar_Loaf_Mountains_W,0,,38.041,34.583,34.158,45.349,43.173,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0122,TMA,MagazineMountain_W,71.218,,PorterMountain_W,22.792,,PryorMountain_W,5.917,,Kessler_Mountain_W,0.073,,Sugar_Loaf_Mountains_W,0,,34.177,33.682,34.762,42.035,36.671,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0123,TMA,Kessler_Mountain_W,95.154,,PryorMountain_W,4.827,,MagazineMountain_W,0.017,,PorterMountain_W,0.002,,Sugar_Loaf_Mountains_W,0,,42.984,42.141,39.692,46.782,38.397,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0124,TMA,PryorMountain_W,99.719,,Kessler_Mountain_W,0.262,,PorterMountain_W,0.018,,MagazineMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,34.989,36.095,31.25,38.378,33.831,14, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , FIR043 - 1  
QAc-G-0125,TMA,MagazineMountain_W,99.735,,Kessler_Mountain_W,0.138,,PryorMountain_W,0.126,,PorterMountain_W,0.001,,Sugar_Loaf_Mountains_W,0,,42.682,37.659,40.559,49.962,40.518,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0126,TMA,Kessler_Mountain_W,58.51,,PorterMountain_W,20.932,,PryorMountain_W,12.518,,MagazineMountain_W,8.04,,Sugar_Loaf_Mountains_W,0.001,,37.522,37.938,37.746,41.99,37.076,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0127,TMA,PryorMountain_W,97.565,,MagazineMountain_W,2.25,,PorterMountain_W,0.183,,Kessler_Mountain_W,0.002,,Sugar_Loaf_Mountains_W,0,,40.06,38.97,37.333,46.809,41.936,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0128,TMA,Kessler_Mountain_W,92.773,,PorterMountain_W,4.74,,PryorMountain_W,2.484,,MagazineMountain_W,0.003,,Sugar_Loaf_Mountains_W,0,,37.257,40.467,37.537,49.034,35.965,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0129,TMA,Kessler_Mountain_W,98.985,,PryorMountain_W,0.863,,PorterMountain_W,0.137,,MagazineMountain_W,0.015,,Sugar_Loaf_Mountains_W,0,,40.702,41.648,39.902,49.882,37.843,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0130,TMA,Kessler_Mountain_W,44.276,,PryorMountain_W,35.174,,MagazineMountain_W,19.864,,PorterMountain_W,0.685,,Sugar_Loaf_Mountains_W,0,,42.398,40.936,40.687,47.279,40.588,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0131,TMA,MagazineMountain_W,82.641,,Kessler_Mountain_W,11.457,,PryorMountain_W,5.558,,PorterMountain_W,0.345,,Sugar_Loaf_Mountains_W,0,,39.906,37.526,38.699,45.037,38.385,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0132,TMA,PryorMountain_W,95.561,,PorterMountain_W,3.104,,MagazineMountain_W,1.218,,Kessler_Mountain_W,0.117,,Sugar_Loaf_Mountains_W,0,,38.839,39.245,37.35,47.726,40.263,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0133,TMA,PorterMountain_W,66.435,,PryorMountain_W,32.792,,Kessler_Mountain_W,0.411,,MagazineMountain_W,0.362,,Sugar_Loaf_Mountains_W,0,,34.767,37.031,35.074,43.174,36.975,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
QAc-G-0134,TMA,Kessler_Mountain_W,99.958,,PryorMountain_W,0.042,,PorterMountain_W,0,,MagazineMountain_W,0,,Sugar_Loaf_Mountains_W,0,,43.7,46.363,41.359,50.671,37.98,15, 0C11 - 1  1G13 - 1  G07 - 1  1F02 - 1  FIR031 - 1  GOT009 - 1  POR016 - 1  FIR013 - 1  FIR043 - 1  GOTO40 - 1  PIE039 - 1  FIR53 - 1  FIR048 - 1  PIE125 - 1  QpZAG9 - 1  , 
